Ticker,Total Return,Win Rate,Trades,Final Balance
DYMUSDT,-0.27114828109773953,35.18518518518518,108,9972.885171890226
DGBUSDT,5.992985285621017,36.53846153846153,156,10599.298528562102
DASHUSDT,-1.148731875654048,33.22784810126582,316,9885.126812434595
DENTUSDT,12.158043444870382,38.0,250,11215.804344487038
DODOXUSDT,2.5681862424408792,35.294117647058826,136,10256.818624244088
DUSDT,-2.9315171707629086,30.434782608695656,46,9706.84828292371
DUSKUSDT,12.991612015274148,36.81818181818181,220,11299.161201527415
DOTUSDT,0.49635477476500456,35.58282208588957,326,10049.6354774765
FISUSDT,-7.3465153291660865,18.51851851851852,27,9265.348467083391
FHEUSDT,1.4809011250076218,38.095238095238095,21,10148.090112500762
MAGICUSDT,1.0797169820046475,36.55172413793103,145,10107.971698200465
LOOMUSDT,-1.3072544772090804,30.158730158730158,63,9869.274552279092
KLAYUSDT,7.16100398109551,39.64497041420118,169,10716.100398109551
LEVERUSDT,-2.542840707382184,32.857142857142854,140,9745.715929261782
KSMUSDT,2.4198848178279695,36.36363636363637,275,10241.988481782797
PROVEUSDT,-0.16594712610853093,27.27272727272727,11,9983.405287389147
KAIAUSDT,5.650735585795156,43.18181818181818,44,10565.073558579516
LDOUSDT,3.3446303102487036,33.33333333333333,195,10334.46303102487
ILVUSDT,-1.2492526868796812,33.64485981308411,107,9875.074731312032
KAVAUSDT,4.205148362007403,35.14492753623188,276,10420.51483620074
KNCUSDT,-2.3906668395794077,34.44444444444444,270,9760.93331604206
