Leverage,Final Balance,Return (%),Win Rate (%),MDD (%),Profit Factor,Total Trades,Ticker,Score
10,87.88604763776013,-91.21139523622398,42.75222265172014,-94.82456037953241,1.011177854667095,2587,AGIXUSDT,-0.9518582175066906
20,2.4996513257156843,-99.75003486742843,44.631117604090576,-99.86328931907542,1.0586128616408024,2738,AGIXUSDT,-0.9889627389790424
1,1417.1565748586838,41.715657485868384,46.558704453441294,-8.893112803013894,1.399459952988592,247,AIAUSDT,4.2166361909024115
5,5583.569828707631,458.3569828707631,53.0,-35.55716951002136,1.3690677827554625,500,AIAUSDT,12.538087303096987
10,2048.1012044959084,104.81012044959084,50.36231884057971,-66.64707514257742,1.0794403648346138,552,AIAUSDT,1.549366624184211
20,1735.8521090856334,73.58521090856334,52.7681660899654,-94.74938510642588,1.0417734504098304,578,AIAUSDT,0.7685188873722065
1,925.5552871633842,-7.444471283661586,33.370044052863435,-14.850232619086656,0.996801033507927,908,ACHUSDT,-0.46967583773483834
5,222.18403060129893,-77.78159693987011,39.29393706830391,-77.97872900953926,1.0031867088053625,3909,ACHUSDT,-0.9848423482539893
10,4.9962259388152805,-99.50037740611847,41.71754973409494,-99.50105578975561,0.8857340761495507,5077,ACHUSDT,-0.9900431057587045
20,2.481608507051533,-99.75183914929485,42.1010101010101,-99.78282079784381,0.9198808293652794,2475,ACHUSDT,-0.9897702640153626
1,768.5478243325542,-23.145217566744577,29.936305732484076,-26.348652186080106,0.7696845988164421,314,AGTUSDT,-0.8463019460434329
5,180.65524237662657,-81.93447576233734,36.85831622176591,-83.64586355908311,0.8316084072248777,974,AGTUSDT,-0.9679678641963029
10,98.30788802235932,-90.16921119776407,41.816623821765205,-91.30837005828478,0.9341872547953907,1167,AGTUSDT,-0.9768259491618148
20,6.254535609666814,-99.37454643903332,43.95866454689984,-99.58744144859678,0.9543260853778633,1258,AGTUSDT,-0.9879418842740594
1,1080.4591585072635,8.04591585072635,35.912408759124084,-11.159568155416872,1.0782427739569385,685,AEVOUSDT,0.6616942105087866
5,357.2065177440968,-64.27934822559031,39.78181818181818,-65.73674055976717,0.993998852455594,2750,AEVOUSDT,-0.9631778190908784
10,73.71789450283889,-92.6282105497161,43.781654473832305,-93.6443463019438,1.019535010583818,3554,AEVOUSDT,-0.978697768741562
20,4.150041607028237,-99.58499583929718,46.6366591647912,-99.8023774310069,1.091387468502573,3999,AEVOUSDT,-0.9879230865111
1,1007.8726681727353,0.7872668172735303,34.32432432432432,-7.055437800210875,1.044237336272219,370,AKTUSDT,0.09773110249239604
5,633.5626202446938,-36.64373797553062,40.026863666890534,-43.78747058129773,1.0266424095451243,1489,AKTUSDT,-0.8181694009492075
10,282.0045499064404,-71.79954500935595,43.389662027833005,-74.15194289258567,1.0001511283117361,2012,AKTUSDT,-0.9553917336771814
20,13.221266659206362,-98.67787333407937,45.88893671975893,-98.7029952940447,0.9400692776942395,2323,AKTUSDT,-0.9897182430984943
1,994.6132582647078,-0.5386741735292162,35.907335907335906,-10.151028358417063,1.0263316082816587,518,AIXBTUSDT,-0.04830712972966408
5,671.3135714998837,-32.86864285001163,43.67816091954023,-49.33458604438465,1.0335250346637992,1740,AIXBTUSDT,-0.6530031422336188
10,334.66287437064415,-66.53371256293558,45.86255259467041,-86.15550409935973,1.0417639585842609,2139,AIXBTUSDT,-0.763390829420082
20,31.29376151626668,-96.87062384837333,47.86771105308964,-98.768068667653,1.0321324176417221,2298,AIXBTUSDT,-0.9709581947613758
1,970.0738763506009,-2.9926123649399075,37.5,-14.51273585043727,1.0109840826697327,632,ARCUSDT,-0.19291325487602834
5,670.050772569584,-32.994922743041606,44.968004653868526,-53.488348144300765,1.0178888812232139,1719,ARCUSDT,-0.6055408884053814
